,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description
93,3/31/2016 0:00,Country_01,Local_03,Mining,I,II,Male,Third Party,Others,"In the workshop level -970 in Box # 1, while TWO the mechanics manipulated a steel plate - 60cm x40cm x 2.5cm; 50 Kg - to place it in the gutter of the workshop and be able to remove the Scaler # 142, the plate slides and restricts the right ring finger between the gable and the plate causing the injury. The collaborator used gloves at the time of the accident"
94,4/4/2016 0:00,Country_02,Local_09,Metals,III,IV,Male,Employee,Manual Tools,"When it opens the suction valve of the 420-BO-01 acid pump, the cable of the same pump comes loose by pressing the 5th finger of the employee's left hand against the tubing, causing a fracture in the distal phalanx. Photos"
95,4/5/2016 0:00,Country_01,Local_06,Metals,I,III,Male,Third Party,Fall prevention (same level),"The worker carried out the disassembly of 03 scaffolding bodies in the pulpomatic of the thickener D2251. the dismantling of the base of the scaffold, located approximately one meter high from the floor of the sump, the rivets of the anchor support of the platform were broken, causing the fall of the worker and impacting the right knee with the support that I am anchored in one of the horizontals of the scaffolding structure."
96,4/5/2016 0:00,Country_02,Local_05,Metals,I,III,Male,Third Party,Pressed,Employee reports that when handling the air conditioning pressed the 2nd right chirodactilo causing a contusion.
97,4/7/2016 0:00,Country_01,Local_03,Mining,I,II,Male,Third Party,Others,"After parking a van next to a cluster of wooden sleepers and boards, the driver, on descending, stepped on a board in which an iron nail protruded 11/2 ""long, which he did not identify as the board was submerged in a puddle of water. This accident caused a minor wound on the sole of the left foot. At the time of the accident the worker was wearing safety boots."
98,4/8/2016 0:00,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"During the maintenance of the locomotive N ° 16 in the workshop of level -1170, the assistant when pulling the locomotive chair backwards stumbles against the ventilation grille, falling on the platform of the locomotive and then to the floor of the workshop from a height 1.17m generating the injury. At the time of the accident the assistant used his safety helmet and chin strap."
99,4/11/2016 0:00,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others,"Once the RB machine is lifted (weight 7 tn) at 15 cm from the floor level, the accidently proceeds to pull the RB machine with a key of 5 tons (maximum cap), to lay it on the floor, after advancing 70 cm horizontally, the anchor bolt (pig tail type, 5/8 ""diameter) to which the key was hooked, it breaks transversely, and with the pulling force, this key is projected onto the injured person's left shoulder causing the injury. - The injured was 1.50 meters from the key. - At the time of the incident, the assistant was 5 meters away doing order and cleaning"
100,4/11/2016 0:00,Country_01,Local_01,Mining,I,IV,Male,Employee,Others,"When positioning the scissor bolter N ° 09 in the East of stope 175 (40 meters from the top), the operator and his assistant verify that the ventilation sleeve will obstruct the support of the left gable, so they decide to section the sleeve and direct it towards the main corridor; the injured person decides to climb to the roof of the equipment cabin (surface: 1.5 square meters) to carry out the reinstallation of the sectioned sleeve and, without noticing, he steps on empty and falls from the equipment from a height of 2.50 meters. At the time of the accident, the operator was on the scissor bolter platform, the equipment was positioned and blocked to perform the maintenance and the assistant was wearing a safety helmet and chin strap."
101,4/14/2016 0:00,Country_02,Local_08,Metals,I,III,Male,Employee,Pressurized Systems,"During the cleaning of the 16 ""vertical pipe using the hydrojet equipment (high pressure hose), the hose returned due to obstruction of the pipe with residue, reaching the operator who was actuating the equipment pedal ."
102,4/14/2016 0:00,Country_01,Local_04,Mining,I,II,Male,Third Party,Others,"In bypass 100 of level 1970 when the workers of the company Incimet Raul (operator of Bolter bolting team) and Rolando (assistant) retired after installing the support with helical bolt, the pink team with a mesh overhanging the gable, so the teacher tells his assistant to cut the mesh and the instant the assistant finished cutting the mesh, it suddenly rises hitting his face causing the injury described."
103,4/16/2016 0:00,Country_01,Local_04,Mining,I,III,Male,Third Party,Others,"Being 2:40 am. Approximately, Luna - master loader of the company Incimet was carrying out the loading activity of the front in the Cruiser 771 of the 1970 level; in moments that was tying the pentacord of the crown and trying to reach the fanel on the left side, loses balance by a movement of the ladder and falls to the floor resulting in the accident."
104,4/16/2016 0:00,Country_01,Local_03,Mining,I,III,Male,Third Party,Others,"In moments that the worker-mechanic was the workshop of maintenance, the wire of his mining lamp is hooked with a drill hole (4.0 Kg) that was on the work table of the workshop, which fell 1.m and impacted his left foot causing a minor bruise. At the time of the accident the collaborator used his safety boots with steel toecap."
105,4/15/2016 0:00,Country_01,Local_03,Mining,I,II,Male,Employee,Others,"In general store, while two store attendants removed the compartment a rubber mesh for material classification - 1.8 m.x1.2 m.x0.02 m .; 60 kg of weight - when lifted approx. 40 cm to position it against the edge of another mesh placed on the floor on a litter, this slightly imprisons the index finger of the right hand of one of the assistants causing a minor cutting wound. At the time of the accident the injured worker used leather gloves."
106,4/17/2016 0:00,Country_02,Local_05,Metals,I,IV,Male,Employee,Cut,"Employee reports that when attempting to manually ingot of Zinco, on the rotary table of the L1 ingot, hit with the left hand against the angle in the structure of the ingot, by pressing the finger between the ingot and the angle."
107,4/18/2016 0:00,Country_01,Local_03,Mining,I,III,Male,Third Party,Others,"When moving a roll of electro-welded mesh of 95 kg of weight to place on the hopper of the truck, two operators pull the roll of mesh to bring it to the hopper of the truck at which time the imprisonment of the left hand of one of the operators between the mesh and the body of the hopper generating the described injury. At the time of the accident, both operators were wearing PVC-type safety gloves."
108,4/21/2016 0:00,Country_02,Local_02,Mining,I,V,Male,Employee,Others,"When performing cleaning with LHD in block F 9970 at level 420, the operator was surprised by a rock block displacement of the side of the gallery, reaching his right leg causing him superficial injury"
109,4/22/2016 0:00,Country_01,Local_01,Mining,I,II,Male,Third Party,Others,"the workshop at the end of the welding work in the small bolter equipment, the welder proceeds to clean the inside of a metal stool, impregnated with thinner (flammable liquid) and with the help of a hammer and screwdriver proceeds to remove the oxides, when hitting The screwdriver with the hammer produces a flash in the internal base of the stool, which produces a slight burn in the right hand of the welder. - At the time of the accident, the welder only uses a glove on the left hand .."
